,x,y,target
0,-10.64212703704834,41.573326110839844,0.0
1,-15.21530818939209,-41.442718505859375,1.0
2,-18.33875846862793,-28.63066864013672,2.0
3,21.2569580078125,-9.510732650756836,3.0
4,-45.66341018676758,17.3393611907959,4.0
5,19.199798583984375,35.742515563964844,5.0
6,42.4127197265625,-0.18904148042201996,6.0
7,-35.69076919555664,-16.070209503173828,7.0
8,-2.7091903686523438,-16.383567810058594,8.0
9,18.36435317993164,36.89073944091797,9.0
10,-13.567995071411133,45.05936813354492,0.0
11,-23.677947998046875,-32.99114227294922,1.0
12,27.973133087158203,-38.35663986206055,2.0
13,21.821056365966797,-18.284561157226562,3.0
14,-42.139556884765625,20.280412673950195,4.0
15,1.5173475742340088,-0.40859049558639526,5.0
16,45.88469314575195,0.7203952670097351,6.0
17,-34.06927490234375,-7.733235836029053,7.0
18,-6.324423313140869,-25.982585906982422,8.0
19,23.258647918701172,32.54035186767578,9.0
20,0.41673797369003296,50.00841522216797,0.0
21,-24.415498733520508,-35.014381408691406,1.0
22,26.27738380432129,-37.806819915771484,2.0
23,16.18433380126953,-18.316246032714844,3.0
24,-43.36358642578125,14.582768440246582,4.0
25,1.2495867013931274,6.416365146636963,5.0
26,40.250213623046875,-0.33232876658439636,6.0
27,-31.172212600708008,-12.582005500793457,7.0
28,-4.7617597579956055,-24.09819793701172,8.0
29,21.951017379760742,33.845069885253906,9.0
30,-13.779276847839355,47.764373779296875,0.0
31,23.46910285949707,32.369754791259766,9.0
32,4.499605178833008,17.59019660949707,5.0
33,1.266801357269287,-0.906687319278717,5.0
34,44.34281539916992,2.280553102493286,6.0
35,-5.130268573760986,16.383853912353516,5.0
36,4.063231945037842,48.21961975097656,0.0
37,22.49091339111328,34.835384368896484,9.0
38,-6.5048136711120605,-22.913455963134766,8.0
39,14.44737720489502,28.694040298461914,9.0
40,-5.767861366271973,-24.511072158813477,8.0
41,-41.471187591552734,19.19287872314453,4.0
42,-22.5708065032959,-33.534812927246094,1.0
43,-36.716552734375,-9.526741981506348,7.0
44,-38.79301071166992,-16.217647552490234,7.0
45,19.944538116455078,-15.203681945800781,3.0
46,-5.668293476104736,16.841814041137695,5.0
47,-21.91769790649414,-35.362918853759766,1.0
48,-6.799048900604248,45.60770797729492,0.0
49,-3.803710460662842,48.129268646240234,0.0
50,6.579949855804443,-32.56906509399414,2.0
51,-19.665130615234375,-26.77819061279297,2.0
52,-31.863605499267578,-12.64881420135498,7.0
53,-11.115667343139648,-23.959033966064453,8.0
54,-19.68256950378418,-26.538372039794922,2.0
55,0.3853204548358917,51.813812255859375,0.0
56,-23.12627601623535,-35.31456756591797,1.0
57,-18.785707473754883,-28.735244750976562,2.0
58,40.76554489135742,1.1449447870254517,6.0
59,17.336210250854492,-16.60314178466797,3.0
60,19.20917510986328,-15.135272979736328,3.0
61,-34.061607360839844,-8.435996055603027,7.0
62,19.19818878173828,-16.422197341918945,3.0
63,21.014888763427734,-18.801359176635742,3.0
64,-45.482547760009766,15.812095642089844,4.0
65,47.01711654663086,0.5515869855880737,6.0
66,48.381248474121094,-5.81223201751709,6.0
67,58.819461822509766,0.4158760607242584,6.0
68,-39.00028610229492,16.43470001220703,4.0
69,-7.24583101272583,3.9797921180725098,9.0
70,-21.52107810974121,-36.13468933105469,1.0
71,5.7100138664245605,18.16671371459961,5.0
72,-0.8387221693992615,51.30647277832031,0.0
73,19.056394577026367,34.97397232055664,9.0
74,26.44363021850586,-12.438918113708496,5.0
75,-19.998046875,-28.12333869934082,2.0
76,-9.936595916748047,-21.230134963989258,8.0
77,-19.86106300354004,-26.02490234375,2.0
78,-9.16186809539795,51.2705078125,0.0
79,-6.238196849822998,51.51031494140625,0.0
80,-23.84756851196289,-34.80409240722656,1.0
81,-39.515960693359375,-13.123632431030273,7.0
82,41.2558708190918,-0.28456422686576843,6.0
83,20.798234939575195,-20.532550811767578,3.0
84,20.595794677734375,-40.065589904785156,2.0
85,-21.601343154907227,-34.25217819213867,1.0
86,-29.328351974487305,-8.446111679077148,7.0
