,x,y,target
0,-48.06781005859375,-32.85303497314453,0.0
1,-9.498568534851074,14.085164070129395,1.0
2,18.51522445678711,6.539121627807617,2.0
3,16.883060455322266,-32.392093658447266,3.0
4,-34.15484619140625,17.488679885864258,4.0
5,6.198497295379639,-36.85485076904297,5.0
6,-1.8309770822525024,51.122955322265625,6.0
7,21.34817123413086,36.67332458496094,7.0
8,11.608330726623535,-4.280567169189453,8.0
9,5.647711277008057,-35.31611251831055,9.0
10,-46.32148361206055,-27.3967227935791,0.0
11,-13.931071281433105,20.58257484436035,1.0
12,50.40601348876953,-6.458977222442627,2.0
13,25.428131103515625,-26.36958122253418,3.0
14,-37.292659759521484,24.01512336730957,4.0
15,-15.281964302062988,-4.7647223472595215,5.0
16,-0.24803107976913452,57.050201416015625,6.0
17,23.175369262695312,30.484128952026367,7.0
18,6.405676364898682,-1.71773099899292,8.0
19,7.264695644378662,-39.64813232421875,9.0
20,-54.95243453979492,-24.68164825439453,0.0
21,-12.21147632598877,20.216886520385742,1.0
22,47.68313980102539,-6.762113571166992,2.0
23,28.631181716918945,-25.958675384521484,3.0
24,-32.54218292236328,18.99504280090332,4.0
25,-21.49417495727539,-9.591511726379395,5.0
26,-3.1375982761383057,51.09786605834961,6.0
27,16.896780014038086,36.81909942626953,7.0
28,9.695188522338867,-3.2470943927764893,8.0
29,7.177853107452393,-39.24024200439453,9.0
30,-43.96352005004883,-30.942768096923828,0.0
31,7.177994251251221,-39.883026123046875,9.0
32,-15.689370155334473,-16.63884162902832,5.0
33,-17.924564361572266,-12.828554153442383,5.0
34,0.8331218361854553,54.7806510925293,6.0
35,-18.107666015625,-12.932208061218262,5.0
36,-49.43190002441406,-23.396390914916992,0.0
37,11.526456832885742,-36.26848220825195,9.0
38,2.98390531539917,-1.1148169040679932,8.0
39,-1.0909491777420044,-38.22312927246094,9.0
40,8.789230346679688,-2.254196882247925,8.0
41,-38.48447036743164,23.479368209838867,4.0
42,-14.216766357421875,19.650121688842773,1.0
43,21.973405838012695,33.146793365478516,7.0
44,26.42527961730957,37.52298355102539,7.0
45,26.47779655456543,-31.181703567504883,3.0
46,-18.610424041748047,-12.260284423828125,5.0
47,-12.537961959838867,18.07811737060547,1.0
48,-52.38190460205078,-31.013187408447266,0.0
49,-57.10039138793945,-29.52969741821289,0.0
50,19.687021255493164,6.089214324951172,2.0
51,19.209617614746094,7.347529411315918,2.0
52,17.99999237060547,35.97966384887695,7.0
53,9.071219444274902,-0.0051995269022881985,8.0
54,19.21854591369629,7.7846269607543945,2.0
55,-54.5632209777832,-24.36176109313965,0.0
56,-12.678529739379883,19.15587043762207,1.0
57,18.530351638793945,6.775873184204102,2.0
58,-3.7285478115081787,51.88386917114258,6.0
59,24.23443603515625,-28.071582794189453,3.0
60,26.565881729125977,-30.703140258789062,3.0
61,22.90785789489746,31.16261863708496,7.0
62,27.47075653076172,-30.193124771118164,3.0
63,26.747283935546875,-28.13833999633789,3.0
64,-36.028690338134766,20.06912612915039,4.0
65,-2.6380913257598877,55.13589859008789,6.0
66,-2.1086933612823486,52.03034210205078,6.0
67,-7.5624098777771,69.08362579345703,6.0
68,-41.01921463012695,27.57176971435547,4.0
69,-1.8992973566055298,-4.500606536865234,9.0
70,-12.05331802368164,17.336454391479492,1.0
71,-16.5360107421875,-16.890615463256836,5.0
72,-56.02973556518555,-25.575397491455078,0.0
73,6.265842914581299,-37.56121063232422,9.0
74,-19.580116271972656,-14.544977188110352,5.0
75,18.566226959228516,7.663496971130371,2.0
76,4.1242218017578125,-4.7253522872924805,8.0
77,19.098556518554688,8.390743255615234,2.0
78,-58.98622131347656,-34.2335090637207,0.0
79,-57.08869552612305,-33.70297622680664,0.0
80,-12.8707914352417,19.414024353027344,1.0
81,24.881589889526367,35.19733810424805,7.0
82,-2.252869129180908,51.83713912963867,6.0
83,28.465030670166016,-28.431798934936523,3.0
84,44.321807861328125,0.05934985727071762,2.0
85,-13.694464683532715,18.022930145263672,1.0
86,16.071699142456055,36.89939880371094,7.0
87,-11.4806489944458,10.2217378616333,4.0
88,-1.291774034500122,52.61985778808594,6.0
89,27.92881965637207,-29.49193000793457,3.0
90,-14.224527359008789,19.6622257232666,1.0
91,26.926401138305664,-27.520626068115234,3.0
92,-1.148613691329956,-43.068023681640625,9.0
93,-9.659039497375488,14.12183952331543,1.0
94,23.7717227935791,29.571643829345703,7.0
95,-2.091564655303955,49.03166961669922,6.0
96,3.3987298011779785,-2.340630292892456,8.0
97,-33.04804611206055,18.93559455871582,4.0
98,27.399703979492188,-27.896215438842773,3.0
99,-0.4967891573905945,8.757271766662598,1.0
100,-33.20808792114258,18.8079891204834,4.0
101,-57.532718658447266,-25.728763580322266,0.0
102,-20.927730560302734,-13.5313081741333,5.0
103,24.568517684936523,-18.260093688964844,3.0
104,-2.8379037380218506,49.190982818603516,6.0
105,5.322551250457764,-40.55659103393555,9.0
106,0.6194393634796143,51.75300598144531,6.0
107,-14.598441123962402,21.453657150268555,1.0
108,22.21917724609375,32.69121170043945,7.0
109,-20.626728057861328,-10.780372619628906,5.0
110,-43.034114837646484,27.54208755493164,4.0
111,-41.08767318725586,26.80076789855957,4.0
112,23.84453582763672,31.473684310913086,7.0
113,34.53557586669922,1.275140643119812,2.0
114,7.797806739807129,0.5944769978523254,8.0
115,19.755075454711914,6.463437557220459,2.0
116,20.09644889831543,5.9536309242248535,2.0
117,-19.38544464111328,-8.413605690002441,5.0
118,20.79351043701172,32.21001434326172,7.0
119,4.6359357833862305,-41.67909622192383,9.0
120,-18.610570907592773,-13.741595268249512,5.0
121,-40.536251068115234,28.34365463256836,4.0
122,7.176664352416992,-0.6729608178138733,8.0
123,11.683928489685059,0.2354801893234253,8.0
124,-38.75737762451172,23.407245635986328,4.0
125,2.665468215942383,-27.802583694458008,9.0
126,-55.5091438293457,-25.544355392456055,0.0
127,2.627210855484009,-0.5391700267791748,8.0
128,-2.0497477054595947,-44.16767120361328,9.0
129,-1.1512084007263184,7.977287769317627,8.0
130,-51.64949417114258,-29.652488708496094,0.0
131,-11.700601577758789,24.3704833984375,1.0
132,40.62156677246094,-0.11173437535762787,2.0
133,29.176029205322266,-27.55581283569336,3.0
134,-27.977285385131836,20.636001586914062,4.0
135,-19.92898941040039,-6.835367679595947,5.0
136,-8.793664932250977,65.5105972290039,6.0
137,25.877397537231445,29.483806610107422,7.0
138,10.829731941223145,-2.6368327140808105,8.0
139,4.402890682220459,-39.293907165527344,9.0
140,-51.72435760498047,-23.86451530456543,0.0
141,-14.086518287658691,22.677013397216797,1.0
142,38.27267837524414,-0.03530082106590271,2.0
143,27.76169776916504,-30.389524459838867,3.0
144,-26.96485137939453,18.04733657836914,4.0
145,-18.982868194580078,-10.017175674438477,5.0
146,-2.4224977493286133,58.06937789916992,6.0
147,26.027931213378906,29.145938873291016,7.0
148,7.681027412414551,-6.12408971786499,8.0
149,4.3661932945251465,-36.859046936035156,9.0
